firstName,lastName,movieTitle,releaseYear,iteration,categoryName,isWinner
Erich,von Stroheim,Sunset Boulevard,1950,23rd,Best Actor in a Supporting Role,no
Karl,Malden,A Streetcar Named Desire,1951,24th,Best Actor in a Supporting Role,yes
Leo,Genn,Quo Vadis,1951,24th,Best Actor in a Supporting Role,no
Kevin,McCarthy,Death of a Salesman,1951,24th,Best Actor in a Supporting Role,no
Peter,Ustinov,Quo Vadis,1951,24th,Best Actor in a Supporting Role,no
Gig,Young,Come Fill the Cup,1951,24th,Best Actor in a Supporting Role,no
Anthony,Quinn,Viva Zapata!,1952,25th,Best Actor in a Supporting Role,yes
Richard,Burton,My Cousin Rachel,1952,25th,Best Actor in a Supporting Role,no
Arthur,Hunnicutt,The Big Sky,1952,25th,Best Actor in a Supporting Role,no
Victor,McLaglen,The Quiet Man,1952,25th,Best Actor in a Supporting Role,no
Jack,Palance,Sudden Fear,1952,25th,Best Actor in a Supporting Role,no
Frank,Sinatra,From Here to Eternity,1953,26th,Best Actor in a Supporting Role,yes
Eddie,Albert,Roman Holiday,1953,26th,Best Actor in a Supporting Role,no
Brandon,deWilde,Shane,1953,26th,Best Actor in a Supporting Role,no
Robert,Strauss,Stalag 17,1953,26th,Best Actor in a Supporting Role,no
Edmond,O'Brien,The Barefoot Contessa,1954,27th,Best Actor in a Supporting Role,yes
Lee,J. Cobb,On the Waterfront,1954,27th,Best Actor in a Supporting Role,no
Tom,Tully,The Caine Mutiny,1954,27th,Best Actor in a Supporting Role,no
Jack,Lemmon,Mister Roberts,1955,28th,Best Actor in a Supporting Role,yes
Arthur,Kennedy,Trial,1955,28th,Best Actor in a Supporting Role,no
Joe,Mantell,Marty,1955,28th,Best Actor in a Supporting Role,no
Sal,Mineo,Rebel Without a Cause,1955,28th,Best Actor in a Supporting Role,no
Arthur,O'Connell,Picnic,1955,28th,Best Actor in a Supporting Role,no
Anthony,Quinn,Lust for Life,1956,29th,Best Actor in a Supporting Role,yes
Don,Murray,Bus Stop,1956,29th,Best Actor in a Supporting Role,no
Anthony,Perkins,Friendly Persuasion,1956,29th,Best Actor in a Supporting Role,no
Mickey,Rooney,The Bold and the Brave,1956,29th,Best Actor in a Supporting Role,no
Robert,Stack,Written on the Wind,1956,29th,Best Actor in a Supporting Role,no
Red,Buttons,Sayonara,1957,30th,Best Actor in a Supporting Role,yes
Vittorio,De Sica,A Farewell to Arms,1957,30th,Best Actor in a Supporting Role,no
Sessue,Hayakawa,The Bridge on the River Kwai,1957,30th,Best Actor in a Supporting Role,no
Arthur,Kennedy,Peyton Place,1957,30th,Best Actor in a Supporting Role,no
Burl,Ives,The Big Country,1958,31st,Best Actor in a Supporting Role,yes
Theodore,Bikel,The Defiant Ones,1958,31st,Best Actor in a Supporting Role,no
Lee,J. Cobb,The Brothers Karamazov,1958,31st,Best Actor in a Supporting Role,no
Arthur,Kennedy,Some Came Running,1958,31st,Best Actor in a Supporting Role,no
Gig,Young,Teacher's Pet,1958,31st,Best Actor in a Supporting Role,no
Hugh,Griffith,Ben-Hur,1959,32nd,Best Actor in a Supporting Role,yes
Arthur,O'Connell,Anatomy of a Murder,1959,32nd,Best Actor in a Supporting Role,no
Robert,Vaughn,The Young Philadelphians,1959,32nd,Best Actor in a Supporting Role,no
Ed,Wynn,The Diary of Anne Frank,1959,32nd,Best Actor in a Supporting Role,no
Peter,Ustinov,Spartacus,1960,33rd,Best Actor in a Supporting Role,yes
Peter,Falk,"Murder, Inc.",1960,33rd,Best Actor in a Supporting Role,no
Jack,Kruschen,The Apartment,1960,33rd,Best Actor in a Supporting Role,no
Sal,Mineo,Exodus,1960,33rd,Best Actor in a Supporting Role,no
Chill,Wills,The Alamo,1960,33rd,Best Actor in a Supporting Role,no
George,Chakiris,West Side Story,1961,34th,Best Actor in a Supporting Role,yes
Montgomery,Clift,Judgment at Nuremberg,1961,34th,Best Actor in a Supporting Role,no
Peter,Falk,Pocketful of Miracles,1961,34th,Best Actor in a Supporting Role,no
Jackie,Gleason,The Hustler,1961,34th,Best Actor in a Supporting Role,no
Ed,Begley,Sweet Bird of Youth,1962,35th,Best Actor in a Supporting Role,yes
Victor,Buono,What Ever Happened to Baby Jane?,1962,35th,Best Actor in a Supporting Role,no
Telly,Savalas,Birdman of Alcatraz,1962,35th,Best Actor in a Supporting Role,no
Omar,Sharif,Lawrence of Arabia,1962,35th,Best Actor in a Supporting Role,no
Terence,Stamp,Billy Budd,1962,35th,Best Actor in a Supporting Role,no
Melvyn,Douglas,Hud,1963,36th,Best Actor in a Supporting Role,yes
Nick,Adams,Twilight of Honor,1963,36th,Best Actor in a Supporting Role,no
Bobby,Darin,"Captain Newman, M.D.",1963,36th,Best Actor in a Supporting Role,no
Hugh,Griffith,Tom Jones,1963,36th,Best Actor in a Supporting Role,no
John,Huston,The Cardinal,1963,36th,Best Actor in a Supporting Role,no
Peter,Ustinov,Topkapi,1964,37th,Best Actor in a Supporting Role,yes
John,Gielgud,Becket,1964,37th,Best Actor in a Supporting Role,no
Stanley,Holloway,My Fair Lady,1964,37th,Best Actor in a Supporting Role,no
Edmond,O'Brien,Seven Days in May,1964,37th,Best Actor in a Supporting Role,no
Lee,Tracy,The Best Man,1964,37th,Best Actor in a Supporting Role,no
Martin,Balsam,A Thousand Clowns,1965,38th,Best Actor in a Supporting Role,yes
Ian,Bannen,The Flight of the Phoenix,1965,38th,Best Actor in a Supporting Role,no
Tom,Courtenay,Doctor Zhivago,1965,38th,Best Actor in a Supporting Role,no
Michael,Dunn,Ship of Fools,1965,38th,Best Actor in a Supporting Role,no
Frank,Finlay,Othello,1965,38th,Best Actor in a Supporting Role,no
Walter,Matthau,The Fortune Cookie,1966,39th,Best Actor in a Supporting Role,yes
Mako,Iwamatsu,The Sand Pebbles,1966,39th,Best Actor in a Supporting Role,no
James,Mason,Georgy Girl,1966,39th,Best Actor in a Supporting Role,no
George,Segal,Who's Afraid of Virginia Woolf?,1966,39th,Best Actor in a Supporting Role,no
Robert,Shaw,A Man for All Seasons,1966,39th,Best Actor in a Supporting Role,no
George,Kennedy,Cool Hand Luke,1967,40th,Best Actor in a Supporting Role,yes
John,Cassavetes,The Dirty Dozen,1967,40th,Best Actor in a Supporting Role,no
Gene,Hackman,Bonnie and Clyde,1967,40th,Best Actor in a Supporting Role,no
Cecil,Kellaway,Guess Who's Coming to Dinner,1967,40th,Best Actor in a Supporting Role,no
Michael,J. Pollard,Bonnie and Clyde,1967,40th,Best Actor in a Supporting Role,no
Jack,Albertson,The Subject Was Roses,1968,41st,Best Actor in a Supporting Role,yes
Seymour,Cassel,Faces,1968,41st,Best Actor in a Supporting Role,no
Daniel,Massey,Star!,1968,41st,Best Actor in a Supporting Role,no
Jack,Wild,Oliver!,1968,41st,Best Actor in a Supporting Role,no
Gene,Wilder,The Producers,1967,41st,Best Actor in a Supporting Role,no
Gig,Young,"They Shoot Horses, Don't They?",1969,42nd,Best Actor in a Supporting Role,yes
Rupert,Crosse,The Reivers,1969,42nd,Best Actor in a Supporting Role,no
Elliott,Gould,Bob & Carol & Ted & Alice,1969,42nd,Best Actor in a Supporting Role,no
Jack,Nicholson,Easy Rider,1969,42nd,Best Actor in a Supporting Role,no
Anthony,Quayle,Anne of the Thousand Days,1969,42nd,Best Actor in a Supporting Role,no
John,Mills,Ryan's Daughter,1970,43rd,Best Actor in a Supporting Role,yes
Richard,S. Castellano,Lovers and Other Strangers,1970,43rd,Best Actor in a Supporting Role,no
Chief,Dan George,Little Big Man,1970,43rd,Best Actor in a Supporting Role,no
Gene,Hackman,I Never Sang for My Father,1970,43rd,Best Actor in a Supporting Role,no
John,Marley,Love Story,1970,43rd,Best Actor in a Supporting Role,no
Ben,Johnson,The Last Picture Show,1971,44th,Best Actor in a Supporting Role,yes
Jeff,Bridges,The Last Picture Show,1971,44th,Best Actor in a Supporting Role,no
Leonard,Frey,Fiddler on the Roof,1971,44th,Best Actor in a Supporting Role,no
Richard,Jaeckel,Sometimes a Great Notion,1971,44th,Best Actor in a Supporting Role,no
Roy,Scheider,The French Connection,1971,44th,Best Actor in a Supporting Role,no
Joel,Grey,Cabaret,1972,45th,Best Actor in a Supporting Role,yes
Eddie,Albert,The Heartbreak Kid,1972,45th,Best Actor in a Supporting Role,no
James,Caan,The Godfather,1972,45th,Best Actor in a Supporting Role,no
John,Houseman,The Paper Chase,1973,46th,Best Actor in a Supporting Role,yes
Vincent,Gardenia,Bang the Drum Slowly,1973,46th,Best Actor in a Supporting Role,no
Jack,Gilford,Save the Tiger,1973,46th,Best Actor in a Supporting Role,no
Jason,Miller,The Exorcist,1973,46th,Best Actor in a Supporting Role,no
Randy,Quaid,The Last Detail,1973,46th,Best Actor in a Supporting Role,no
Robert,De Niro,The Godfather Part II,1974,47th,Best Actor in a Supporting Role,yes
Fred,Astaire,The Towering Inferno,1974,47th,Best Actor in a Supporting Role,no
Jeff,Bridges,Thunderbolt and Lightfoot,1974,47th,Best Actor in a Supporting Role,no
Michael,V. Gazzo,The Godfather Part II,1974,47th,Best Actor in a Supporting Role,no
George,Burns,The Sunshine Boys,1975,48th,Best Actor in a Supporting Role,yes
Brad,Dourif,One Flew Over the Cuckoo's Nest,1975,48th,Best Actor in a Supporting Role,no
Burgess,Meredith,The Day of the Locust,1975,48th,Best Actor in a Supporting Role,no
Chris,Sarandon,Dog Day Afternoon,1975,48th,Best Actor in a Supporting Role,no
Jack,Warden,Shampoo,1975,48th,Best Actor in a Supporting Role,no
Jason,Robards,All the President's Men,1976,49th,Best Actor in a Supporting Role,yes
Ned,Beatty,Network,1976,49th,Best Actor in a Supporting Role,no
Burgess,Meredith,Rocky,1976,49th,Best Actor in a Supporting Role,no
Laurence,Olivier,Marathon Man,1976,49th,Best Actor in a Supporting Role,no
Burt,Young,Rocky,1976,49th,Best Actor in a Supporting Role,no
Jason,Robards,Julia,1977,50th,Best Actor in a Supporting Role,yes
Mikhail,Baryshnikov,The Turning Point,1977,50th,Best Actor in a Supporting Role,no
Peter,Firth,Equus,1977,50th,Best Actor in a Supporting Role,no
Alec,Guinness,Star Wars,1977,50th,Best Actor in a Supporting Role,no
Maximilian,Schell,Julia,1977,50th,Best Actor in a Supporting Role,no
Christopher,Walken,The Deer Hunter,1978,51st,Best Actor in a Supporting Role,yes
Bruce,Dern,Coming Home,1978,51st,Best Actor in a Supporting Role,no
Richard,Farnsworth,Comes a Horseman,1978,51st,Best Actor in a Supporting Role,no
John,Hurt,Midnight Express,1978,51st,Best Actor in a Supporting Role,no
Jack,Warden,Heaven Can Wait,1978,51st,Best Actor in a Supporting Role,no
Melvyn,Douglas,Being There,1979,52nd,Best Actor in a Supporting Role,yes
Robert,Duvall,Apocalypse Now,1979,52nd,Best Actor in a Supporting Role,no
Frederic,Forrest,The Rose,1979,52nd,Best Actor in a Supporting Role,no
Justin,Henry,Kramer vs. Kramer,1979,52nd,Best Actor in a Supporting Role,no
Mickey,Rooney,The Black Stallion,1979,52nd,Best Actor in a Supporting Role,no
Timothy,Hutton,Ordinary People,1980,53rd,Best Actor in a Supporting Role,yes
Judd,Hirsch,Ordinary People,1980,53rd,Best Actor in a Supporting Role,no
Michael,O'Keefe,The Great Santini,1979,53rd,Best Actor in a Supporting Role,no
Joe,Pesci,Raging Bull,1980,53rd,Best Actor in a Supporting Role,no
Jason,Robards,Melvin and Howard,1980,53rd,Best Actor in a Supporting Role,no
John,Gielgud,Arthur,1981,54th,Best Actor in a Supporting Role,yes
James,Coco,Only When I Laugh,1981,54th,Best Actor in a Supporting Role,no
Ian,Holm,Chariots of Fire,1981,54th,Best Actor in a Supporting Role,no
Jack,Nicholson,Reds,1981,54th,Best Actor in a Supporting Role,no
Howard,Rollins,Ragtime,1981,54th,Best Actor in a Supporting Role,no
Louis,Gossett Jr.,An Officer and a Gentleman,1982,55th,Best Actor in a Supporting Role,yes
Charles,Durning,The Best Little Whorehouse in Texas,1982,55th,Best Actor in a Supporting Role,no
John,Lithgow,The World According to Garp,1982,55th,Best Actor in a Supporting Role,no
James,Mason,The Verdict,1982,55th,Best Actor in a Supporting Role,no
Robert,Preston,Victor/Victoria,1982,55th,Best Actor in a Supporting Role,no
Jack,Nicholson,Terms of Endearment,1983,56th,Best Actor in a Supporting Role,yes
Charles,Durning,To Be or Not to Be,1983,56th,Best Actor in a Supporting Role,no
John,Lithgow,Terms of Endearment,1983,56th,Best Actor in a Supporting Role,no
Sam,Shepard,The Right Stuff,1983,56th,Best Actor in a Supporting Role,no
Rip,Torn,Cross Creek,1983,56th,Best Actor in a Supporting Role,no
Haing,S. Ngor,The Killing Fields,1984,57th,Best Actor in a Supporting Role,yes
Adolph,Caesar,A Soldier's Story,1984,57th,Best Actor in a Supporting Role,no
John,Malkovich,Places in the Heart,1984,57th,Best Actor in a Supporting Role,no
Pat,Morita,The Karate Kid,1984,57th,Best Actor in a Supporting Role,no
Ralph,Richardson,"Greystoke: The Legend of Tarzan, Lord of the Apes",1984,57th,Best Actor in a Supporting Role,no
Don,Ameche,Cocoon,1985,58th,Best Actor in a Supporting Role,yes
Klaus,Maria Brandauer,Out of Africa,1985,58th,Best Actor in a Supporting Role,no
William,Hickey,Prizzi's Honor,1985,58th,Best Actor in a Supporting Role,no
Robert,Loggia,Jagged Edge,1985,58th,Best Actor in a Supporting Role,no
Eric,Roberts,Runaway Train,1985,58th,Best Actor in a Supporting Role,no
Michael,Caine,Hannah and Her Sisters,1986,59th,Best Actor in a Supporting Role,yes
Tom,Berenger,Platoon,1986,59th,Best Actor in a Supporting Role,no
Denholm,Elliott,A Room with a View,1985,59th,Best Actor in a Supporting Role,no
Dennis,Hopper,Hoosiers,1986,59th,Best Actor in a Supporting Role,no
Sean,Connery,The Untouchables,1987,60th,Best Actor in a Supporting Role,yes
Albert,Brooks,Broadcast News,1987,60th,Best Actor in a Supporting Role,no
Morgan,Freeman,Street Smart,1987,60th,Best Actor in a Supporting Role,no
Vincent,Gardenia,Moonstruck,1987,60th,Best Actor in a Supporting Role,no
Denzel,Washington,Cry Freedom,1987,60th,Best Actor in a Supporting Role,no
Kevin,Kline,A Fish Called Wanda,1988,61st,Best Actor in a Supporting Role,yes
Alec,Guinness,Little Dorrit,1987,61st,Best Actor in a Supporting Role,no
Martin,Landau,Tucker: The Man and His Dream,1988,61st,Best Actor in a Supporting Role,no
River,Phoenix,Running on Empty,1988,61st,Best Actor in a Supporting Role,no
Dean,Stockwell,Married to the Mob,1988,61st,Best Actor in a Supporting Role,no
Denzel,Washington,Glory,1989,62nd,Best Actor in a Supporting Role,yes
Danny,Aiello,Do the Right Thing,1989,62nd,Best Actor in a Supporting Role,no
Dan,Aykroyd,Driving Miss Daisy,1989,62nd,Best Actor in a Supporting Role,no
Marlon,Brando,A Dry White Season,1989,62nd,Best Actor in a Supporting Role,no
Martin,Landau,Crimes and Misdemeanors,1989,62nd,Best Actor in a Supporting Role,no
Joe,Pesci,GoodFellas,1990,63rd,Best Actor in a Supporting Role,yes
Bruce,Davison,Longtime Companion,1989,63rd,Best Actor in a Supporting Role,no
Andy,García,The Godfather Part III,1990,63rd,Best Actor in a Supporting Role,no
Graham,Greene,Dances with Wolves,1990,63rd,Best Actor in a Supporting Role,no
Al,Pacino,Dick Tracy,1990,63rd,Best Actor in a Supporting Role,no
Jack,Palance,City Slickers,1991,64th,Best Actor in a Supporting Role,yes
Tommy,Lee Jones,JFK,1991,64th,Best Actor in a Supporting Role,no
Harvey,Keitel,Bugsy,1991,64th,Best Actor in a Supporting Role,no
Michael,Lerner,Barton Fink,1991,64th,Best Actor in a Supporting Role,no
Gene,Hackman,Unforgiven,1992,65th,Best Actor in a Supporting Role,yes
Jaye,Davidson,The Crying Game,1992,65th,Best Actor in a Supporting Role,no
Jack,Nicholson,A Few Good Men,1992,65th,Best Actor in a Supporting Role,no
Al,Pacino,Glengarry Glen Ross,1992,65th,Best Actor in a Supporting Role,no
David,Paymer,Mr. Saturday Night,1992,65th,Best Actor in a Supporting Role,no
Tommy,Lee Jones,The Fugitive,1993,66th,Best Actor in a Supporting Role,yes
Leonardo,DiCaprio,What's Eating Gilbert Grape,1993,66th,Best Actor in a Supporting Role,no
Ralph,Fiennes,Schindler's List,1993,66th,Best Actor in a Supporting Role,no
John,Malkovich,In the Line of Fire,1993,66th,Best Actor in a Supporting Role,no
Pete,Postlethwaite,In the Name of the Father,1993,66th,Best Actor in a Supporting Role,no
Martin,Landau,Ed Wood,1994,67th,Best Actor in a Supporting Role,yes
Samuel,L. Jackson,Pulp Fiction,1994,67th,Best Actor in a Supporting Role,no
Chazz,Palminteri,Bullets over Broadway,1994,67th,Best Actor in a Supporting Role,no
Paul,Scofield,Quiz Show,1994,67th,Best Actor in a Supporting Role,no
Gary,Sinise,Forrest Gump,1994,67th,Best Actor in a Supporting Role,no
Kevin,Spacey,The Usual Suspects,1995,68th,Best Actor in a Supporting Role,yes
James,Cromwell,Babe,1995,68th,Best Actor in a Supporting Role,no
Ed,Harris,Apollo 13,1995,68th,Best Actor in a Supporting Role,no
Brad,Pitt,12 Monkeys,1995,68th,Best Actor in a Supporting Role,no
Tim,Roth,Rob Roy,1995,68th,Best Actor in a Supporting Role,no
Cuba,Gooding Jr.,Jerry Maguire,1996,69th,Best Actor in a Supporting Role,yes
William,H. Macy,Fargo,1996,69th,Best Actor in a Supporting Role,no
Armin,Mueller-Stahl,Shine,1996,69th,Best Actor in a Supporting Role,no
Edward,Norton,Primal Fear,1996,69th,Best Actor in a Supporting Role,no
James,Woods,Ghosts of Mississippi,1996,69th,Best Actor in a Supporting Role,no
Robin,Williams,Good Will Hunting,1997,70th,Best Actor in a Supporting Role,yes
Robert,Forster,Jackie Brown,1997,70th,Best Actor in a Supporting Role,no
Anthony,Hopkins,Amistad,1997,70th,Best Actor in a Supporting Role,no
Greg,Kinnear,As Good as It Gets,1997,70th,Best Actor in a Supporting Role,no
Burt,Reynolds,Boogie Nights,1997,70th,Best Actor in a Supporting Role,no
James,Coburn,Affliction,1997,71st,Best Actor in a Supporting Role,yes
Robert,Duvall,A Civil Action,1998,71st,Best Actor in a Supporting Role,no
Ed,Harris,The Truman Show,1998,71st,Best Actor in a Supporting Role,no
Geoffrey,Rush,Shakespeare in Love,1998,71st,Best Actor in a Supporting Role,no
Billy,Bob Thornton,A Simple Plan,1998,71st,Best Actor in a Supporting Role,no
Michael,Caine,The Cider House Rules,1999,72nd,Best Actor in a Supporting Role,yes
Tom,Cruise,Magnolia,1999,72nd,Best Actor in a Supporting Role,no
Michael,Clarke Duncan,The Green Mile,1999,72nd,Best Actor in a Supporting Role,no
Jude,Law,The Talented Mr. Ripley,1999,72nd,Best Actor in a Supporting Role,no
Haley,Joel Osment,The Sixth Sense,1999,72nd,Best Actor in a Supporting Role,no
Benicio,del Toro,Traffic,2000,73rd,Best Actor in a Supporting Role,yes
Jeff,Bridges,The Contender,2000,73rd,Best Actor in a Supporting Role,no
Willem,Dafoe,Shadow of the Vampire,2000,73rd,Best Actor in a Supporting Role,no
Albert,Finney,Erin Brockovich,2000,73rd,Best Actor in a Supporting Role,no
Joaquin,Phoenix,Gladiator,2000,73rd,Best Actor in a Supporting Role,no
Jim,Broadbent,Iris,2001,74th,Best Actor in a Supporting Role,yes
Ethan,Hawke,Training Day,2001,74th,Best Actor in a Supporting Role,no
Ben,Kingsley,Sexy Beast,2000,74th,Best Actor in a Supporting Role,no
Ian,McKellen,The Lord of the Rings: The Fellowship of the Ring,2001,74th,Best Actor in a Supporting Role,no
Jon,Voight,Ali,2001,74th,Best Actor in a Supporting Role,no
Chris,Cooper,Adaptation,2002,75th,Best Actor in a Supporting Role,yes
Ed,Harris,The Hours,2002,75th,Best Actor in a Supporting Role,no
Paul,Newman,Road to Perdition,2002,75th,Best Actor in a Supporting Role,no
John,C. Reilly,Chicago,2002,75th,Best Actor in a Supporting Role,no
Christopher,Walken,Catch Me If You Can,2002,75th,Best Actor in a Supporting Role,no
Tim,Robbins,Mystic River,2003,76th,Best Actor in a Supporting Role,yes
Alec,Baldwin,The Cooler,2003,76th,Best Actor in a Supporting Role,no
Benicio,del Toro,21 Grams,2003,76th,Best Actor in a Supporting Role,no
Djimon,Hounsou,In America,2002,76th,Best Actor in a Supporting Role,no
Ken,Watanabe,The Last Samurai,2003,76th,Best Actor in a Supporting Role,no
Morgan,Freeman,Million Dollar Baby,2004,77th,Best Actor in a Supporting Role,yes
Alan,Alda,The Aviator,2004,77th,Best Actor in a Supporting Role,no
Thomas,Haden Church,Sideways,2004,77th,Best Actor in a Supporting Role,no
Jamie,Foxx,Collateral,2004,77th,Best Actor in a Supporting Role,no
Clive,Owen,Closer,2004,77th,Best Actor in a Supporting Role,no
George,Clooney,Syriana,2005,78th,Best Actor in a Supporting Role,yes
Matt,Dillon,Crash,2004,78th,Best Actor in a Supporting Role,no
Paul,Giamatti,Cinderella Man,2005,78th,Best Actor in a Supporting Role,no
Jake,Gyllenhaal,Brokeback Mountain,2005,78th,Best Actor in a Supporting Role,no
William,Hurt,A History of Violence,2005,78th,Best Actor in a Supporting Role,no
Alan,Arkin,Little Miss Sunshine,2006,79th,Best Actor in a Supporting Role,yes
Jackie,Earle Haley,Little Children,2006,79th,Best Actor in a Supporting Role,no
Djimon,Hounsou,Blood Diamond,2006,79th,Best Actor in a Supporting Role,no
Eddie,Murphy,Dreamgirls,2006,79th,Best Actor in a Supporting Role,no
Mark,Wahlberg,The Departed,2006,79th,Best Actor in a Supporting Role,no
Javier,Bardem,No Country for Old Men,2007,80th,Best Actor in a Supporting Role,yes
Casey,Affleck,The Assassination of Jesse James by the Coward Robert Ford,2007,80th,Best Actor in a Supporting Role,no
Philip,Seymour Hoffman,Charlie Wilson's War,2007,80th,Best Actor in a Supporting Role,no
Hal,Holbrook,Into the Wild,2007,80th,Best Actor in a Supporting Role,no
Tom,Wilkinson,Michael Clayton,2007,80th,Best Actor in a Supporting Role,no
Heath,Ledger,The Dark Knight,2008,81st,Best Actor in a Supporting Role,yes
Josh,Brolin,Milk,2008,81st,Best Actor in a Supporting Role,no
Robert,Downey Jr.,Tropic Thunder,2008,81st,Best Actor in a Supporting Role,no
Philip,Seymour Hoffman,Doubt,2008,81st,Best Actor in a Supporting Role,no
Michael,Shannon,Revolutionary Road,2008,81st,Best Actor in a Supporting Role,no
Christoph,Waltz,Inglourious Basterds,2009,82nd,Best Actor in a Supporting Role,yes
Matt,Damon,Invictus,2009,82nd,Best Actor in a Supporting Role,no
Woody,Harrelson,The Messenger,2009,82nd,Best Actor in a Supporting Role,no
Christopher,Plummer,The Last Station,2009,82nd,Best Actor in a Supporting Role,no
Stanley,Tucci,The Lovely Bones,2009,82nd,Best Actor in a Supporting Role,no
Christian,Bale,The Fighter,2010,83rd,Best Actor in a Supporting Role,yes
John,Hawkes,Winter's Bone,2010,83rd,Best Actor in a Supporting Role,no
Jeremy,Renner,The Town,2010,83rd,Best Actor in a Supporting Role,no
Mark,Ruffalo,The Kids Are All Right,2010,83rd,Best Actor in a Supporting Role,no
Geoffrey,Rush,The King's Speech,2010,83rd,Best Actor in a Supporting Role,no
Christopher,Plummer,Beginners,2010,84th,Best Actor in a Supporting Role,yes
Kenneth,Branagh,My Week with Marilyn,2011,84th,Best Actor in a Supporting Role,no
Jonah,Hill,Moneyball,2011,84th,Best Actor in a Supporting Role,no
Nick,Nolte,Warrior,2011,84th,Best Actor in a Supporting Role,no
Max,von Sydow,Extremely Loud & Incredibly Close,2011,84th,Best Actor in a Supporting Role,no
Christoph,Waltz,Django Unchained,2012,85th,Best Actor in a Supporting Role,yes
Alan,Arkin,Argo,2012,85th,Best Actor in a Supporting Role,no
Robert,De Niro,Silver Linings Playbook,2012,85th,Best Actor in a Supporting Role,no
Philip,Seymour Hoffman,The Master,2012,85th,Best Actor in a Supporting Role,no
Tommy,Lee Jones,Lincoln,2012,85th,Best Actor in a Supporting Role,no
Jared,Leto,Dallas Buyers Club,2013,86th,Best Actor in a Supporting Role,yes
Barkhad,Abdi,Captain Phillips,2013,86th,Best Actor in a Supporting Role,no
Bradley,Cooper,American Hustle,2013,86th,Best Actor in a Supporting Role,no
Michael,Fassbender,12 Years a Slave,2013,86th,Best Actor in a Supporting Role,no
Jonah,Hill,The Wolf of Wall Street,2013,86th,Best Actor in a Supporting Role,no
J.,K. Simmons,Whiplash,2014,87th,Best Actor in a Supporting Role,yes
Robert,Duvall,The Judge,2014,87th,Best Actor in a Supporting Role,no
Ethan,Hawke,Boyhood,2014,87th,Best Actor in a Supporting Role,no
Edward,Norton,Birdman,2014,87th,Best Actor in a Supporting Role,no
Mark,Ruffalo,Foxcatcher,2014,87th,Best Actor in a Supporting Role,no
Mark,Rylance,Bridge of Spies,2015,88th,Best Actor in a Supporting Role,yes
Christian,Bale,The Big Short,2015,88th,Best Actor in a Supporting Role,no
Tom,Hardy,The Revenant,2015,88th,Best Actor in a Supporting Role,no
Mark,Ruffalo,Spotlight,2015,88th,Best Actor in a Supporting Role,no
Sylvester,Stallone,Creed,2015,88th,Best Actor in a Supporting Role,no
Mahershala,Ali,Moonlight,2016,89th,Best Actor in a Supporting Role,yes
Jeff,Bridges,Hell or High Water,2016,89th,Best Actor in a Supporting Role,no
Lucas,Hedges,Manchester by the Sea,2016,89th,Best Actor in a Supporting Role,no
Dev,Patel,Lion,2016,89th,Best Actor in a Supporting Role,no
Michael,Shannon,Nocturnal Animals,2016,89th,Best Actor in a Supporting Role,no
Sam,Rockwell,"Three Billboards Outside Ebbing, Missouri",2017,90th,Best Actor in a Supporting Role,yes
Willem,Dafoe,The Florida Project,2017,90th,Best Actor in a Supporting Role,no
Woody,Harrelson,"Three Billboards Outside Ebbing, Missouri",2017,90th,Best Actor in a Supporting Role,no
Richard,Jenkins,The Shape of Water,2017,90th,Best Actor in a Supporting Role,no
Christopher,Plummer,All the Money in the World,2017,90th,Best Actor in a Supporting Role,no
Mahershala,Ali,Green Book,2018,91st,Best Actor in a Supporting Role,yes
Adam,Driver,BlacKkKlansman,2018,91st,Best Actor in a Supporting Role,no
Sam,Elliott,A Star Is Born,2018,91st,Best Actor in a Supporting Role,no
Richard,E. Grant,Can You Ever Forgive Me?,2018,91st,Best Actor in a Supporting Role,no
Sam,Rockwell,Vice,2018,91st,Best Actor in a Supporting Role,no
Brad,Pitt,Once Upon a Time in Hollywood,2019,92nd,Best Actor in a Supporting Role,yes
Tom,Hanks,A Beautiful Day in the Neighborhood,2019,92nd,Best Actor in a Supporting Role,no
Anthony,Hopkins,The Two Popes,2019,92nd,Best Actor in a Supporting Role,no
Al,Pacino,The Irishman,2019,92nd,Best Actor in a Supporting Role,no
Daniel,Kaluuya,Judas and the Black Messiah,2021,93rd,Best Actor in a Supporting Role,yes
Sacha,Baron Cohen,The Trial of the Chicago 7,2020,93rd,Best Actor in a Supporting Role,no
Leslie,Odom Jr.,One Night in Miami...,2020,93rd,Best Actor in a Supporting Role,no
Paul,Raci,Sound of Metal,2019,93rd,Best Actor in a Supporting Role,no
LaKeith,Stanfield,Judas and the Black Messiah,2021,93rd,Best Actor in a Supporting Role,no
Troy,Kotsur,CODA,2021,94th,Best Actor in a Supporting Role,yes
Ciarán,Hinds,Belfast,2021,94th,Best Actor in a Supporting Role,no
Jesse,Plemons,The Power of the Dog,2021,94th,Best Actor in a Supporting Role,no
J.,K. Simmons,Being the Ricardos,2021,94th,Best Actor in a Supporting Role,no
Kodi,Smit-McPhee,The Power of the Dog,2021,94th,Best Actor in a Supporting Role,no
Ke,Huy Quan,Everything Everywhere All at Once,2022,95th,Best Actor in a Supporting Role,yes
Brendan,Gleeson,The Banshees of Inisherin,2022,95th,Best Actor in a Supporting Role,no
Brian,Tyree Henry,Causeway,2022,95th,Best Actor in a Supporting Role,no
