firstName,lastName,DOB,birthCountry,deathDate,careerStart,careerEnd
Ringo,Starr,1940-07-07,United Kingdom,,1957.0,
Nick,Alphin,,,,1979.0,1996.0
George,Bancroft,1882-09-30,United States,1956-10-02,1925.0,1942.0
D.,Marshman Jr.,1922-12-21,United States,2015-09-17,,
Linda,Muir,,,,1975.0,
Anne-Sophie,Bion,,,,,
Agnès,Jaoui,1964-10-19,France,,1983.0,
James,LaRue,1934-05-12,,2012-12-30,1978.0,2002.0
Norman,Wanstall,1935-01-01,United Kingdom,,1957.0,1983.0
Edward,Curtiss,1898-07-07,United States,1970-11-07,,
Julie,Christie,1940-04-14,India,,1957.0,2017.0
Anthony,Harvey,1930-06-03,United Kingdom,2017-11-01,1950.0,1994.0
Robert,Lawrence,1913-11-09,Canada,2004-09-19,1953.0,1987.0
Daniel,Blumberg,1990-01-01,,,2005.0,
Susan,Grant,1963-01-04,United States,,,
Valentin,Yezhov,1921-01-21,Russia,2004-05-01,1953.0,2000.0
Stacey,Sher,1962-11-30,United States,,,
Daniel,Cathcart,1906-12-08,United States,1959-01-23,1937.0,1959.0
Julia,Reichert,1946-06-16,United States,2022-12-01,1968.0,2021.0
Fred,Rode,1896-05-19,United States,1971-10-01,1939.0,1951.0
John,Bramall,1923-08-18,United Kingdom,2000-06-01,1951.0,1986.0
William,Hurt,1950-03-20,United States,2022-03-13,1975.0,2022.0
Philippa,Boyens,1962-01-01,New Zealand,,2001.0,
Rochus,Gliese,1891-01-06,Germany,1978-12-01,1915.0,1967.0
Bill,Neil,1939-09-24,United States,,,
John,Frazier,1944-09-23,United States,,,
Martin,Walsh,1955-11-08,United Kingdom,,,
Steve,Gordon,1938-10-10,United States,1982-11-27,,
Douglas,Wick,,United States,,1979.0,
Leslie,Shatz,,,,1971.0,
Andy,Koyama,1962-04-18,Canada,,1982.0,
Norman,Gimbel,1927-11-16,United States,2018-12-19,,
Bruce,Broughton,1945-03-08,United States,,1970.0,
Kira,Carstensen,,,,1995.0,
Simone,Coco,,,,,
Walt,Conti,1959-04-14,,,1986.0,
Grigory,Chukhray,1921-05-23,Ukraine,2001-10-01,1956.0,1984.0
Anthony,Katagas,1971-01-28,United States,,,
Harry,Owens,1902-04-18,United States,1986-12-12,1926.0,1985.0
Harold,Kress,1913-06-26,United States,1999-09-18,1933.0,1978.0
George,Gaines,1933-06-06,United States,1986-05-13,1964.0,1986.0
Brandi,Carlile,1981-06-01,United States,,2004.0,
Leo,Erdody,1888-12-17,United States,1949-04-05,,
Richard,Dembo,1948-05-24,France,2004-11-01,,
Chen,Kaige,1952-08-12,China,,1984.0,
Peter,Ladue,1950-01-01,,,1965.0,
Stefan,Dechant,,,,,
Thomas,Robinson,1914-09-20,United States,2002-03-27,1936.0,1984.0
Lennie,Hayton,1908-02-14,United States,1971-04-24,1928.0,1970.0
Michael,Giacchino,1967-10-10,United States,,1994.0,
Friz,Freleng,1905-08-21,United States,1995-05-26,1923.0,1986.0
Jost,Vacano,1934-03-15,Germany,,1962.0,2000.0
Donald,Burt,,,,1993.0,
John,Boorman,1933-01-18,United Kingdom,,1962.0,
Michael,Masser,1941-03-24,United States,2015-07-09,,
Aleksandar,Petrović,1929-01-14,France,1994-08-01,1955.0,1989.0
Robert,Getchell,1936-12-06,United States,2017-10-21,,
Didier,Flamand,1947-03-12,France,,1973.0,
Cyril,Mockridge,1896-08-06,United Kingdom,1979-01-18,1933.0,1967.0
Carlos,Navarrete,,,,,
Walt,Disney,1901-12-05,United States,1966-12-15,,
Bent,Christensen,1929-05-28,Denmark,1992-01-01,1953.0,1990.0
Richard,Burton,1925-11-10,Wales,1984-08-01,1943.0,1984.0
Nicky,Ryan,1946-07-14,Ireland,,,
Kenneth,Reid,1919-03-17,Uruguay,1996-06-30,1960.0,1978.0
Annie,Mumolo,1973-07-10,United States,,2003.0,
Nick,Emerson,,Northern Ireland,,2000.0,
Stanley,Cortez,1908-11-04,United States,1997-12-23,,
Earle,Herdan,,,,,
Martin,Samuel,,,,1974.0,
George,Tipton,1932-01-23,United States,2016-02-12,,
Art,Carney,1918-11-04,United States,2003-11-09,1939.0,1993.0
Ronnie,Carmen,1959-12-31,Philippines,,,
Lew,Ayres,1908-12-28,United States,1996-12-30,1927.0,1996.0
Richard,Breen,1918-06-26,United States,1967-02-01,1948.0,1967.0
Altina,Schinasi,1907-08-04,United States,1999-08-19,,
John,Cassavetes,1929-12-09,United States,1989-02-03,1951.0,1989.0
Ted,Elliott,1961-07-04,United States,,1989.0,
Anna,Magnani,1908-03-07,Italy,1973-09-01,1928.0,1972.0
Deborah,Hoffmann,1947-10-17,,,,
Emile,Kuri,1907-06-11,Mexico,2000-10-10,1938.0,1972.0
Mark,Johnson,1945-12-27,United States,,,
Arthur,Miller,1915-10-17,United States,1970-07-13,1914.0,1951.0
Clément,Ducol,,,,,
Adrien,Brody,1973-04-14,United States,,1989.0,
Leslie,Iwerks,1970-04-22,United States,,,
Pete,Townshend,1945-05-19,United Kingdom,,1960.0,
Jon,Landau,1960-07-23,United States,2024-07-05,1987.0,2024.0
Ben,Oakland,1907-09-24,United States,1979-08-26,,
Fred,Hole,1935-05-08,Wales,2011-02-01,1966.0,2002.0
Keisha,Castle-Hughes,1990-03-24,Australia,,2001.0,
Alain,Sarde,1952-03-28,France,,1974.0,
Joseph,Hurley,1914-05-06,,1982-10-05,1950.0,1982.0
Robert,Dornhelm,1947-12-17,Romania,,,
Mike,Todd,1907-06-22,United States,1958-03-22,1933.0,1958.0
Arthur,Edeson,1891-10-05,United States,1970-02-14,1914.0,1948.0
Lee,Daniels,1959-12-24,United States,,1986.0,
Robert,Franco,,,,1980.0,1996.0
Marik,Vos-Lundh,1923-06-03,Russia,1994-07-13,1946.0,1982.0
Jules,Dassin,1911-12-18,United States,2008-03-31,,
Henry,Ephron,1911-05-26,United States,1992-09-06,1944.0,1963.0
Sergei,Bodrov,1948-01-01,Russia,,1974.0,
Matthew,Heineman,1983-06-06,United States,,2006.0,
Eddie,Redmayne,1982-01-06,United Kingdom,,1998.0,
Oswald,Hafenrichter,1899-04-10,Austria-Hungary,1973-05-01,1931.0,1973.0
Lester,Lee,1903-11-07,United States,1956-06-19,,
Eustace,Lycett,1890-01-15,United States,1963-08-20,1913.0,1956.0
Robert,F. Colesberry,1946-01-01,United States,2004-02-09,1976.0,2004.0
Nicki,Ledermann,1968-01-08,Germany,,1989.0,
Robert,Siodmak,1900-08-08,Germany,1973-03-01,1927.0,1969.0
Diana,Ross,1944-03-26,United States,,1959.0,
Duncan,Henderson,1949-07-19,United States,2022-06-21,,
Michael,McCusker,1966-06-23,,,,
Rick,Findlater,,,,1997.0,
Jordan,Cronenweth,1935-02-20,United States,1996-11-29,1962.0,1992.0
Josh,Olson,,United States,,,
Hugh,Griffith,1912-05-30,Wales,1980-05-01,1939.0,1980.0
Nikita,Mikhalkov,1945-10-21,Russia,,1959.0,
Jerry,Jost,,,2014-12-30,1970.0,1991.0
Luis,Berlanga,1921-06-12,Spain,2010-11-01,1948.0,2002.0
Stephen,Dunn,1894-12-26,United States,1980-02-03,1942.0,1947.0
Kristine,Belson,,United States,,1999.0,
Ken,Darby,1909-05-13,United States,1992-01-24,,
Susan,Bode,,,,1982.0,
Vincent,Lambe,1980-12-01,Ireland,,1999.0,
Howard,Shoup,1903-08-29,United States,1987-05-29,1937.0,1967.0
W.,Kelley,1902-02-02,United States,1982-09-27,,
Earl,Madery,1918-08-17,United States,2014-02-21,1956.0,1983.0
Stevie,Wonder,1950-05-13,United States,,1961.0,
Ben,Proudfoot,1990-10-29,Canada,,,
Joel,Cohen,1963-08-23,United States,,1983.0,
Ann,Ronell,1905-12-25,United States,1993-12-25,,
George,Axelrod,1922-06-09,United States,2003-06-21,1954.0,1954.0
Michael,Schaefer,,,,1998.0,
Dominic,Tuohy,,,,,
David,Lee,1958-09-06,,,1981.0,
Walter,Goss,1928-07-21,,2012-07-26,1963.0,1991.0
Joseph,Ruttenberg,1889-01-01,Russia,1983-05-01,,
Elio,Altramura,,,2004-01-01,,
Aggie,Rodgers,1943-12-26,United States,,,
Andrew,Mondshein,1957-02-28,,,,
Alexander,Nanau,1979-05-18,Romania,,,
Sushmit,Ghosh,,,,2007.0,2007.0
John,Malkovich,1953-12-09,United States,,1976.0,
Milan,Bor,1936-01-01,,1998-05-01,1974.0,1993.0
Alan,Ladd Jr.,1937-01-01,United States,2022-03-02,1963.0,2007.0
Van,Heflin,1908-12-13,United States,1971-07-23,1928.0,1971.0
Sean,Astin,1971-02-25,United States,,1980.0,
John,F. Link Jr.,,United States,,1969.0,2000.0
Matt,Shumway,1978-01-01,,,2002.0,
Matthew,Cherry,1981-12-14,,,2007.0,
Brian,Ackland-Snow,1940-03-31,United Kingdom,2013-03-01,1962.0,2002.0
Demián,Bichir,1963-08-01,Mexico,,1977.0,
Victor,Buono,1938-02-03,United States,1982-01-01,1956.0,1981.0
Frank,Tarloff,1916-02-04,United States,1999-06-25,,
Andrew,Whitehurst,,,,1996.0,
Brandon,deWilde,1942-04-09,United States,1972-07-06,1950.0,1972.0
Hermann,Sudermann,1857-09-30,Russia,1928-11-01,,
Tom,Hooper,1972-10-05,United Kingdom,,1992.0,
Chazz,Palminteri,1952-05-15,United States,,1983.0,
Yuri,Fayer,1890-01-17,Russia,1971-08-03,,
Brad,Dourif,1950-03-18,United States,,1973.0,
A.,Guthrie Jr.,1901-01-01,United States,1991-04-26,,
Barbra,Streisand,1942-04-24,United States,,1960.0,
Joseph,Brooks,1938-03-11,United States,2011-05-22,,
Bob,Mackie,1939-03-24,United States,,,
Nikki,Gooley,,,,1988.0,1988.0
Alan,Lee,1947-08-20,United Kingdom,,,
Jocelyn,Herbert,1917-02-22,United Kingdom,2003-05-01,,
Vanessa,Taylor,1970-09-24,United States,,1998.0,
Alan,Maley,1931-01-07,United Kingdom,1995-05-01,1959.0,1981.0
Dan,Lemmon,,,,1997.0,
Heinz,Roemheld,1901-05-01,United States,1985-02-11,,
Roger,Simon,1943-11-22,United States,,,
Robert,Surtees,1906-08-09,United States,1985-01-05,1931.0,1978.0
Robert,Kraft,,United States,,,
John,Sturtevant,1913-04-28,,1974-05-10,,
Dick,Bernstein,,,,,
Pietro,Germi,1914-09-14,Italy,1974-12-01,1939.0,1974.0
Richard,Dior,1947-04-09,,1998-10-26,1970.0,1998.0
Olivia,Colman,1974-01-30,United Kingdom,,2000.0,
Christian,Goldbeck,,,,,
Barrie,Osborne,1944-02-07,United States,,1976.0,
Richard,Nord,,,,1981.0,
Roland,Gross,1909-01-13,United States,1989-02-11,1935.0,1975.0
Steve,McQueen,1930-03-24,United Kingdom,,1993.0,
Mollye,Asher,,United States,,2005.0,
Scott,Millan,1954-01-01,United States,,1974.0,
Andrew,Kosove,,,,,
Gordon,Wiles,1904-10-10,United States,1950-10-17,1931.0,1950.0
Kemp,Powers,1973-10-30,United States,,2012.0,
Ben,Sombogaart,1947-08-08,Netherlands,,,
Sigourney,Weaver,1949-10-08,United States,,1971.0,
James,Cromwell,1940-01-27,United States,,1955.0,
Kei,Kumai,1930-06-01,Japan,2007-05-01,,
Melville,Shavelson,1917-04-01,United States,2007-08-08,,
Evan,Lottman,1931-03-20,United States,2001-09-25,,
Catalina,Moreno,1981-04-19,Colombia,,2004.0,
Jared,Bush,1974-06-12,United States,,1998.0,
Halle,Berry,1966-08-14,United States,,1989.0,
David,Heilbroner,1957-08-20,,,1996.0,
Mario,Chiari,1909-07-14,Italy,1989-04-01,1940.0,1985.0
Rudi,Fehr,1911-07-06,Germany,1999-04-16,1931.0,1985.0
Michael,Mills,,,,1982.0,
Antonio,Banderas,1960-08-10,Spain,,1982.0,
Daniel,Taradash,1913-01-29,United States,2003-02-22,,
Elliott,Clawson,1883-01-19,United States,1942-07-21,1913.0,1929.0
David,Lang,1957-01-08,United States,,,
John,Milius,1944-04-11,United States,,1966.0,
Greg,Russell,,,,1977.0,
Mike,Nichols,1931-11-06,Germany,2014-11-19,1955.0,2014.0
John,Alton,1901-10-05,Austria-Hungary,1996-06-02,,
Karolyn,Ali,1944-08-29,,2015-08-18,1994.0,2015.0
Jon,Spaihts,1970-02-04,United States,,1996.0,
Pete,Docter,1968-10-09,United States,,1985.0,
Jon,Voight,1938-12-29,United States,,1961.0,
Max,Zähle,,,,,
Charles,Braverman,1944-01-03,United States,,,
Brendan,Bellomo,,,,,
William,Bowers,1916-01-17,United States,1987-03-27,,
Bill,Malley,1931-09-23,,,1971.0,1998.0
Guy,Williams,,,,,
Haley,Osment,1988-04-10,United States,,1992.0,
Alex,Weldon,1914-01-01,Hungary,2004-01-01,1931.0,1980.0
Chris,Menges,1940-09-15,United Kingdom,,1959.0,2019.0
Max,Rée,1889-10-07,Denmark,1953-03-01,1924.0,1947.0
Christopher,Peterson,,,,,
Tim,Cooney,1951-06-14,United States,,1979.0,2011.0
Alice,Baker,,,,1987.0,
Hank,Corwin,,,,,
James,Howe,1899-08-28,China,1976-07-12,1917.0,1975.0
Joseph,Rucker,1887-01-01,United States,1957-10-21,,
Chiwetel,Ejiofor,1977-07-10,United Kingdom,,1995.0,
Theodore,Ushev,1968-02-04,Bulgaria,,1999.0,
Fannie,Flagg,1944-09-21,United States,,1966.0,
Jean,d'Eaubonne,1903-03-08,France,1971-07-01,1929.0,1973.0
Bradley,Cooper,1975-01-05,United States,,1999.0,
Jan,Archibald,1949-01-01,,,1984.0,
Amber,Richards,,,,,
Caleb,Deschanel,1944-09-21,United States,,1969.0,
Buddy,DeSylva,1895-01-27,United States,1950-07-11,,
Peter,Boyle,1946-05-27,United Kingdom,,,
Lyle,Conway,,United States,,,
James,Acheson,1946-03-13,United Kingdom,,1973.0,
Skip,Lievsay,,,,1981.0,
Camille,Friend,,,,,
Peter,Glossop,,,,1971.0,
Pierre-Olivier,Persin,,,,,
William,Lyon,1903-01-21,United States,1974-03-18,,
Tom,Sayers,,,,1997.0,
Moshé,Mizrahi,1931-09-05,Egypt,2018-08-01,1969.0,2016.0
John,Dunning,1916-05-05,United States,1991-02-25,,
Kate,Biscoe,,,,,
Cotton,Warburton,1911-10-08,United States,1982-06-21,,
Michael,Phillips,1943-06-29,United States,,,
Louis,Marcus,1936-01-01,Ireland,,1958.0,1958.0
Alfred,Gilks,1891-12-29,United States,1970-09-06,1920.0,1958.0
Travis,Knight,1973-09-13,United States,,1990.0,
Colin,Farrell,1976-05-31,Ireland,,1995.0,
Per,Hallberg,1958-12-30,Sweden,,1989.0,
Dmitri,Shostakovich,1906-09-25,Russia,1975-08-01,,
Lindy,Hemming,1948-08-21,Wales,,1975.0,
Astrid,Henning-Jensen,1914-12-10,Denmark,2002-01-01,1941.0,1996.0
Marjorie,Fowler,1920-01-16,,2003-07-08,,
Doug,Mitchell,,,,,
John,Alcott,1930-11-27,United Kingdom,1986-07-01,1948.0,1986.0
Adele,Romanski,1982-11-10,United States,,2006.0,
Tal,Kantor,1988-11-19,Israel,,,
Donald,Brittain,1928-06-10,Canada,1989-07-21,,
Christopher,Cross,1951-05-03,United States,,1971.0,
Terry,Zwigoff,1949-05-18,United States,,1979.0,
Anohni,Johnsons,1971-01-01,United Kingdom,,,
Gary,Brozenich,,,,2003.0,
Geraldine,Peroni,1953-07-05,United States,2004-08-03,,
Zsuzsanna,Sipos,,,,,
Naomi,Gyllenhaal,1946-03-04,United States,,,
Michael,Hedges,,New Zealand,,1990.0,
Walter,Brennan,1894-07-25,United States,1974-09-21,1925.0,1972.0
David,Reynolds,,,,1986.0,
Brian,Morris,1939-01-01,United Kingdom,,1973.0,
Gustav,Hasford,1947-11-28,United States,1993-01-29,,
J.,Riva,1948-06-28,United States,2012-06-07,1975.0,2012.0
Alfred,Lunt,1892-08-12,United States,1977-08-03,1912.0,1966.0
Albert,Brenner,1926-02-17,United States,2022-12-08,1955.0,2022.0
Walter,Murch,1943-07-12,United States,,1969.0,
Domee,Shi,1989-09-08,China,,2010.0,
Marcel,Ichac,1906-10-22,France,1994-04-09,,
Harley,Jessup,1954-01-01,United States,,1980.0,
James,Spione,,United States,,,
Sylvester,Stallone,1946-07-06,United States,,,
Waldemar,Young,1878-07-01,United States,1938-08-30,1917.0,1938.0
Castleton,Knight,1894-08-09,United Kingdom,1970-04-01,,
Arnold,Perl,1914-04-14,,1971-12-11,1949.0,1971.0
Ren,Klyce,,Japan,,1987.0,
Didier,Lavergne,,,,1971.0,
Rory,Kennedy,1968-12-12,United States,,1990.0,
Christian,Carion,1963-01-04,France,,1999.0,
Jonathan,Bates,1939-11-01,United Kingdom,2008-10-01,1959.0,2007.0
Phyllis,Dalton,1925-10-16,United Kingdom,2025-01-01,1946.0,1993.0
Robert,Cartwright,1930-01-01,United Kingdom,,1952.0,1991.0
Sebastian,Stan,1982-08-13,Romanian,,2003.0,
Ugo,Pirro,1920-01-20,Italy,2008-01-18,,
Wilfred,Shingleton,1914-01-24,,1983-01-01,,
Richard,Boyle,1942-03-26,United States,2016-09-01,1965.0,2016.0
Ian,McKellen,1939-05-25,United Kingdom,,1958.0,
Tony,Gilroy,1956-09-11,United States,,1992.0,
Tess,Slesinger,1905-07-16,United States,1945-02-21,,
Christopher,Chapman,1927-01-24,Canada,2015-10-24,1954.0,1976.0
Viktor,Prášil,1987-07-29,Czechoslovakia,,,
Jacques,Demy,1931-06-05,France,1990-10-01,1955.0,1988.0
Elizabeth,Yianni-Georgiou,,,,,
Sarah,Nuth,,,,,
Daniele,Amfitheatrof,1901-10-29,Russia,1983-06-01,,
Kon,Ichikawa,1915-11-20,Japan,2008-02-01,1936.0,2008.0
Tia,Lessin,,United States,,,
Paul,Driessen,1940-03-30,Netherlands,,1968.0,
Walter,Bernstein,1919-08-20,United States,2021-01-23,1947.0,2017.0
Viña,Delmar,1903-01-29,United States,1990-01-19,,
Jack,Warden,1920-09-18,United States,2006-07-19,1945.0,2000.0
Ethan,Hawke,1970-11-06,United States,,1985.0,
Tom,Johnson,,,,1983.0,
Sean,Baker,1971-02-26,United States,,2000.0,
Craig,Barron,1961-04-06,United States,,1979.0,
Elda,Ferri,1937-11-12,Italy,,1977.0,
George,Chakiris,1932-09-16,United States,,1947.0,2021.0
Ralph,McQuarrie,1929-06-13,United States,2012-03-03,,
Edward,Robinson,1893-07-24,United States,1979-04-27,1942.0,1952.0
John,Myhre,1959-01-01,,,1984.0,
Freddie,Rich,1898-01-31,Poland,1956-09-08,,
William,Clothier,1903-02-21,United States,1996-01-07,,
John,Brown,,,,1967.0,1970.0
John,Schlesinger,1926-02-16,United Kingdom,2003-07-01,,
Hiroshi,Teshigahara,1927-01-28,Japan,2001-04-14,,
Chelsea,Winstanley,1976-01-30,New Zealand,,,
William,Kong,1953-01-01,Hong Kong,,,
Allan,Burns,1935-05-18,United States,2021-01-30,,
Mark,Smith,,,,1987.0,2006.0
Rhys,Salcombe,,,,,
Trevor,White,,United States,,2007.0,
Tessa,Ross,1961-01-01,United Kingdom,,1986.0,
Richard,Snell,1955-12-19,United States,2006-02-21,1985.0,2006.0
Nick,Hornby,1957-04-17,United Kingdom,,,
Vangelis,Papathanassiou,1943-03-29,Greece,2022-05-01,1963.0,2022.0
Jacques,Stroweis,,France,,1990.0,
Andrew,Lockley,1971-05-05,United Kingdom,,,
Edward,Ward,1900-04-03,United States,1971-09-26,,
Ely,Landau,1920-01-20,United States,1993-11-04,,
Jacques,Maumont,1924-09-29,,2006-04-01,1948.0,1987.0
Jeffrey,Friedman,1951-08-24,United States,,1972.0,
Lois,Burwell,1960-01-01,United Kingdom,,1981.0,
Dušan,Vukotić,1927-02-07,Croats and Slovenes,1998-07-01,1951.0,1995.0
Louis,Gossett Jr.,1936-01-01,United States,2024-03-29,1953.0,2024.0
Gerry,Humphreys,1931-05-11,Wales,2006-12-01,1952.0,2002.0
Robert,Priestley,1901-06-12,United States,1986-11-27,1942.0,1968.0
Nelson,Riddle,1921-06-01,United States,1985-10-06,,
Adam,Somner,1967-01-01,United Kingdom,2024-11-27,,
Frances,Goodrich,1890-12-21,United States,1984-01-29,,
Phil,Johnston,1971-10-26,United States,,2004.0,
Roy,Scheider,1932-11-10,United States,2008-02-10,1952.0,2008.0
Joe,Johnston,1950-05-13,United States,,1977.0,
Margaret,Sullavan,1909-05-16,United States,1960-01-01,1929.0,1960.0
Tony,Curtis,1925-06-03,United States,2010-09-29,1948.0,2008.0
Guillermo,Navarro,1955-01-01,Mexico,,1981.0,
Martin,Richards,1932-03-11,United States,2012-11-26,1971.0,2012.0
John,Madden,1949-04-08,United Kingdom,,1982.0,
Sebastian,Junger,1962-01-17,United States,,,
Michael,Sembello,1954-04-17,United States,,1975.0,
George,Boemler,1902-03-08,,1968-06-11,,
Vasco,Pratolini,1913-10-19,Italy,1991-01-01,,
Ciro,Guerra,1981-02-06,Colombia,,1998.0,
Vittorio,De Sica,1901-07-07,Italy,1974-11-01,1917.0,1974.0
Jessica,Tandy,1909-06-07,United Kingdom,1994-09-01,1927.0,1994.0
Alex,North,1910-12-04,United States,1991-09-08,,
Alexander,Hall,1894-01-11,United States,1968-07-30,,
Maggie,Smith,1934-12-28,United Kingdom,2024-09-01,,
Alfred,Newman,1900-03-17,United States,1970-02-17,1915.0,1970.0
Stephen,Schwartz,1948-03-06,United States,,1969.0,
Michael,Seirton,,,,1978.0,2004.0
Bessie,Love,1898-09-10,United States,1986-04-26,1915.0,1983.0
Bob,Merrill,1921-05-17,United States,1998-02-17,,
Michelle,Couttolenc,,,,,
Mary,Moore,1936-12-29,United States,2017-01-25,1955.0,2013.0
Jack,Moore,1906-04-15,United States,1998-12-29,1934.0,1970.0
Charles,Ferguson,1955-03-24,United States,,,
Edward,Carfagno,1907-11-28,,1996-12-28,1939.0,1989.0
William,Fox,1879-01-01,Austria-Hungary,1952-05-08,1900.0,1933.0
Gérard,Depardieu,1948-12-27,France,,1967.0,2024.0
David,Mamet,1947-11-30,United States,,,
Andy,Harries,1954-04-07,Scotland,,,
Bradford,Young,1977-07-06,United States,,2004.0,
Sean,Fine,,United States,,,
Dan,Aykroyd,1952-07-01,Canada,,1971.0,
Wes,Anderson,1969-05-01,United States,,1994.0,
Nicholas,Pileggi,1933-02-22,United States,,1989.0,
Robert,Kaufman,1931-03-22,United States,1991-11-21,,
Fredric,March,1897-08-31,United States,1975-04-14,1921.0,1973.0
Daniel,Hanley,1955-01-01,,,,
Tobias,Rosen,1983-09-28,Germany,,2013.0,
David,Koff,1939-09-24,United States,2014-03-06,,
Scott,Hecker,,,,1978.0,
Léa,Mysius,1989-04-04,France,,2013.0,
John,Bolger Jr.,1908-01-01,,1990-08-22,1955.0,1975.0
Felicity,Jones,1983-10-17,United Kingdom,,1996.0,
René,Hubert,1895-10-07,Switzerland,1976-06-01,1925.0,1964.0
Alessandra,Querzola,,,,1995.0,
Gwil,Owen,1960-07-24,United States,,,
Arthur,Jacobs,1922-03-07,United States,1973-06-27,,
Shaka,King,1980-03-07,United States,,2009.0,
Denis,Héroux,1940-07-15,Canada,2015-12-01,1962.0,2000.0
Francisco,Beleta,1913-01-01,Spain,1999-06-01,1952.0,1967.0
Giancarlo,Giannini,1942-08-01,Italy,,1961.0,
Michael,Ballhaus,1935-08-05,Germany,2017-04-01,1959.0,2013.0
David,Ellison,1983-01-09,United States,,2005.0,
Louis,Applebaum,1918-04-03,Canada,2000-04-19,,
Ridley,Scott,1937-11-30,United Kingdom,,1963.0,
Tracey,Seaward,1965-01-01,United Kingdom,,1992.0,1992.0
Alex,Grasshoff,1928-12-10,United States,2008-04-05,,
Bill,Melendez,1916-11-15,Mexico,2008-09-02,1938.0,2006.0
Tim,Webber,,Wales,,,
E.,Frye,1956-01-01,United States,,,
Don,DaGradi,1911-03-01,United States,1991-08-04,,
Alan,Heim,1936-05-21,United States,,1963.0,
John,Stears,1934-08-25,United Kingdom,1999-04-01,1956.0,1999.0
Tom,Beckert,1926-12-06,,2017-09-13,1976.0,1991.0
Lee,Chung,1978-10-19,United States,,2007.0,
Brent,Boates,,,,1980.0,
Anthony,Ray,1937-11-24,United States,2018-06-29,,
Clifton,Webb,1889-11-19,United States,1966-10-13,1913.0,1962.0
Bill,Miller,1953-01-01,Australia,,1970.0,
Andrea,Berloff,1974-04-07,United States,,1997.0,
Jorge,Drexler,1964-09-21,Uruguay,,1996.0,
Walter,Reisch,1903-05-23,Austria-Hungary,1983-03-28,1925.0,1959.0
Chester,Franklin,1889-09-01,United States,1954-03-12,1912.0,1936.0
Elisabeth,Holm,,,,,
Michael,Mann,1943-02-05,United States,,1968.0,
Juicy,J,1975-04-05,United States,,1987.0,
Gianluigi,Braschi,1963-07-02,Italy,2008-10-01,,
William,Darling,1882-09-14,Austria-Hungary,1963-12-01,1921.0,1954.0
Tim,Miller,1964-10-10,United States,,1995.0,
Christopher,Miles,1939-04-19,United Kingdom,2023-09-01,1962.0,2023.0
Bobby,Darin,1936-05-14,United States,1973-12-20,1956.0,1973.0
Eunice,Macaulay,1923-01-05,United Kingdom,2013-07-08,,
Walter,Pidgeon,1897-09-23,Canada,1984-09-25,1925.0,1977.0
Bridget,O'Connor,1961-01-18,United Kingdom,2010-09-01,,
Mark,Robson,1913-12-04,Canada,1978-06-01,1941.0,1978.0
Robert,Richter,1929-10-23,United States,2025-02-16,1958.0,2022.0
William,Smith,1918-12-09,United States,1986-08-22,1955.0,1982.0
James,Laxton,,,,2003.0,
Monica,Hellström,1975-01-01,Denmark,,,
Leslie,Caron,1931-07-01,France,,1951.0,2020.0
Arthur,Max,1946-05-01,United States,,1984.0,
Alan,Splet,1939-12-31,,1994-12-02,,
Jack,Green,1946-08-10,United States,,1974.0,
Carly,Simon,1943-06-25,United States,,1963.0,
Craig,Lathrop,,,,,
Adolfo,Aristarain,1943-10-19,Argentina,,,
Counting,Crows,1966-08-26,,,1991.0,
Howard,Estabrook,1884-07-11,United States,1978-07-16,1904.0,1959.0
Angelo,Graham,1932-02-16,United States,2017-11-07,1970.0,2000.0
Michael,De Luca,1965-08-13,United States,,,
Daniel,Massey,1933-10-10,United Kingdom,1998-03-01,1953.0,1998.0
Robert,De Niro,1943-08-17,United States,,1963.0,
Charles,Rosher,1885-11-17,United Kingdom,1974-01-01,1912.0,1955.0
Hal,Mohr,1894-08-02,United States,1974-05-10,,
Veronika,Jenet,,Australia,,1983.0,
Roberto,Rossellini,1906-05-08,Italy,1977-06-01,1936.0,1977.0
Jack,Warner,1892-08-02,Canada,1978-09-09,1918.0,1973.0
Glen,Hansard,1970-04-21,Ireland,,1990.0,
Amber,Sibley,,,,,
Earle,Hagen,1919-07-09,United States,2008-05-26,1939.0,2008.0
Richard,Greenberg,1947-01-21,United States,2018-06-16,,
Liam,Neeson,1952-06-07,Northern Ireland,,1976.0,
Betsy,West,,,,,
Heike,Merker,,,,,
Lachlan,Pendragon,,,,2015.0,
Matteo,Garrone,,Italy,,,
Jan,Komasa,1981-01-01,Poland,,,
Christopher,Tellefsen,1957-01-01,,,1986.0,
Kami,Asgar,1965-05-26,,,1990.0,
Jonathan,Penner,1962-03-05,United States,,1989.0,
Giuseppe,Santis,1917-02-11,Italy,1997-05-01,1940.0,1995.0
Massimo,Parrini,1972-04-13,Italy,,1996.0,
James,Cagney,1899-07-17,United States,1986-03-30,1919.0,1984.0
Javier,Navarrete,1956-05-09,Spain,,,
Ruth,Jhabvala,1927-05-07,Germany,2013-04-01,,
Greta,Gerwig,1983-08-04,United States,,2006.0,
Robert,Peterson,1909-08-15,United States,1979-01-10,1940.0,1979.0
Charles,Bennett,1899-08-02,United Kingdom,1995-06-01,1929.0,1968.0
Ezra,Edelman,1974-08-06,United States,,,
Lee,Orloff,,,,1984.0,
Anne,Baxter,1923-05-07,United States,1985-12-12,1936.0,1985.0
Jacqueline,Durran,1966-01-01,,,1999.0,
